sr_no,name,short_description,description,established_year,company_name,business_type,ceo_name,ceo_title,ceo_email,entity_type,member_count,min_membership_fee,max_membership_fee,website,industry,category,sector,state,city,association_type,legal_status,json_data
111,All India Rubber Industries Association (AIRIA),Apex body of the rubber industry in India.,"AIRIA is the apex body of the rubber industry in India, founded in 1941. It represents rubber product manufacturers, processes, and traders, and works to promote the growth of the rubber sector in India.",1941,All India Rubber Industries Association,Non-profit Trade Body,P. J. Mathew,President,airia@rubberindia.com,association,3000,3000,100000,https://www.rubberindia.com,"Logistics / Manufacturing (Couriers, Warehousing, Light Manufacturing)",Rubber Industry Association,Rubber Manufacturing,Maharashtra,Mumbai,National,Registered Society,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""AIRIA is the apex body of the rubber industry in India, founded in 1941. It represents rubber product manufacturers, processes, and traders, and works to promote the growth of the rubber sector in India."", ""mission"": """", ""vision"": """", ""sector"": ""Rubber Manufacturing"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": ""P. J. Mathew"", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""Mumbai, Maharashtra"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""3000+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Mumbai, Maharashtra, India"", ""phone_number"": """", ""email"": ""airia@rubberindia.com"", ""website"": ""https://www.rubberindia.com""}}"
112,Council of Architecture (COA),Statutory body for regulation of architectural profession.,"The Council of Architecture is a statutory body constituted under the Architects Act, 1972. It regulates the education and practice of the profession of Architecture in India and maintains the Register of Architects.",1972,Council of Architecture,Statutory Regulatory Body,Habeeb Khan,President,coa@coaindia.in,association,130000,5000,10000,https://www.coa.gov.in,General (Miscellaneous),Architecture Regulatory Council,Architecture,Delhi,New Delhi,National,Statutory Body,"{""association_type"": ""National"", ""legal_status"": ""Statutory Body"", ""overview"": {""about"": ""The Council of Architecture is a statutory body constituted under the Architects Act, 1972. It regulates the education and practice of the profession of Architecture in India and maintains the Register of Architects."", ""mission"": """", ""vision"": """", ""sector"": ""Architecture"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": ""Habeeb Khan"", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""New Delhi, Delhi"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""130000+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""New Delhi, Delhi, India"", ""phone_number"": """", ""email"": ""coa@coaindia.in"", ""website"": ""https://www.coa.gov.in""}}"
113,Institute of Chartered Accountants of India (ICAI),National professional accounting body in India.,"ICAI is the national professional accounting body of India. Established in 1949 by an Act of Parliament, it regulates the profession of chartered accountants in India and has over 3.5 lakh members and 8 lakh students.",1949,Institute of Chartered Accountants of India,Statutory Professional Body,Ranjeet Kumar Agarwal,President,icai@icai.org,association,350000,3000,30000,https://www.icai.org,"Business Services (B2B, HR, Accounting)",Chartered Accountants Regulatory Body,Accounting & Finance,Delhi,New Delhi,National,Statutory Body,"{""association_type"": ""National"", ""legal_status"": ""Statutory Body"", ""overview"": {""about"": ""ICAI is the national professional accounting body of India. Established in 1949 by an Act of Parliament, it regulates the profession of chartered accountants in India and has over 3.5 lakh members and 8 lakh students."", ""mission"": """", ""vision"": """", ""sector"": ""Accounting & Finance"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": ""Ranjeet Kumar Agarwal"", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""New Delhi, Delhi"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""350000+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""New Delhi, Delhi, India"", ""phone_number"": """", ""email"": ""icai@icai.org"", ""website"": ""https://www.icai.org""}}"
114,Institute of Cost Accountants of India (ICMAI),Statutory body for cost and management accountants.,"ICMAI, formerly the Institute of Cost and Works Accountants of India (ICWAI), is a statutory body established in 1959. It regulates the profession of cost and management accountants and promotes excellence in management accounting.",1959,Institute of Cost Accountants of India,Statutory Professional Body,Biswarup Basu,President,icmai@icmai.in,association,90000,2000,20000,https://www.icmai.in,"Business Services (B2B, HR, Accounting)",Cost Accountants Regulatory Body,Cost Accounting,West Bengal,Kolkata,National,Statutory Body,"{""association_type"": ""National"", ""legal_status"": ""Statutory Body"", ""overview"": {""about"": ""ICMAI, formerly the Institute of Cost and Works Accountants of India (ICWAI), is a statutory body established in 1959. It regulates the profession of cost and management accountants and promotes excellence in management accounting."", ""mission"": """", ""vision"": """", ""sector"": ""Cost Accounting"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": ""Biswarup Basu"", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""Kolkata, West Bengal"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""90000+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Kolkata, West Bengal, India"", ""phone_number"": """", ""email"": ""icmai@icmai.in"", ""website"": ""https://www.icmai.in""}}"
115,Institute of Company Secretaries of India (ICSI),Statutory body for company secretaries in India.,"ICSI is a statutory body constituted under the Company Secretaries Act, 1980. It regulates and develops the profession of company secretaries in India and has over 65,000 members and 2 lakh students enrolled.",1980,Institute of Company Secretaries of India,Statutory Professional Body,Manish Gupta,President,icsi@icsi.edu,association,65000,2000,20000,https://www.icsi.edu,"Business Services (B2B, HR, Accounting)",Company Secretaries Regulatory Body,Company Secretaries,Delhi,New Delhi,National,Statutory Body,"{""association_type"": ""National"", ""legal_status"": ""Statutory Body"", ""overview"": {""about"": ""ICSI is a statutory body constituted under the Company Secretaries Act, 1980. It regulates and develops the profession of company secretaries in India and has over 65,000 members and 2 lakh students enrolled."", ""mission"": """", ""vision"": """", ""sector"": ""Company Secretaries"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": ""Manish Gupta"", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""New Delhi, Delhi"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""65000+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""New Delhi, Delhi, India"", ""phone_number"": """", ""email"": ""icsi@icsi.edu"", ""website"": ""https://www.icsi.edu""}}"
116,Indian National Shipowners' Association (INSA),Apex body of ship owners and operators in India.,"INSA is the apex body of Indian ship-owning and ship-operating companies. Established in 1929, it promotes the Indian shipping industry, advocates for the interests of ship owners before government, and represents India in international maritime bodies.",1929,Indian National Shipowners Association,Non-profit Industry Body,Anil Devli,Chief Executive Officer,insa@insaindia.net,association,50,100000,5000000,https://www.insaindia.net,"Logistics / Manufacturing (Couriers, Warehousing, Light Manufacturing)",Shipowners Association,Shipping,Maharashtra,Mumbai,National,Registered Society,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""INSA is the apex body of Indian ship-owning and ship-operating companies. Established in 1929, it promotes the Indian shipping industry, advocates for the interests of ship owners before government, and represents India in international maritime bodies."", ""mission"": """", ""vision"": """", ""sector"": ""Shipping"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": """", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": ""Anil Devli"", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""Mumbai, Maharashtra"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""50+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Mumbai, Maharashtra, India"", ""phone_number"": """", ""email"": ""insa@insaindia.net"", ""website"": ""https://www.insaindia.net""}}"
117,Carpet Export Promotion Council (CEPC),Government body for promotion of carpet exports from India.,"CEPC, established in 1982, is the nodal body for promotion of carpet exports from India. It assists manufacturers and exporters of hand-knotted, handloom, tufted, and machine-made carpets in building global markets.",1982,Carpet Export Promotion Council,Export Promotion Council,Uma Shankar,Chairman,cepc@carpetindia.com,association,1800,3000,50000,https://www.carpetindia.com,"Fashion (Apparel, Footwear, Accessories)",Handicraft / Carpet Export Council,Carpet Exports,Uttar Pradesh,Bhadohi,National,Registered Society,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""CEPC, established in 1982, is the nodal body for promotion of carpet exports from India. It assists manufacturers and exporters of hand-knotted, handloom, tufted, and machine-made carpets in building global markets."", ""mission"": """", ""vision"": """", ""sector"": ""Carpet Exports"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": """", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""Bhadohi, Uttar Pradesh"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""1800+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Bhadohi, Uttar Pradesh, India"", ""phone_number"": """", ""email"": ""cepc@carpetindia.com"", ""website"": ""https://www.carpetindia.com""}}"
118,Handloom Export Promotion Council (HEPC),Council promoting export of handloom products from India.,HEPC is a government-backed body for the promotion of exports of handloom products. It assists handloom manufacturers and exporters of India to explore and develop overseas markets for handloom fabrics and made-ups.,1965,Handloom Export Promotion Council,Export Promotion Council,Sachit Jain,Chairman,hepc@hepc.org,association,3000,2000,30000,https://www.hepc.org,"Fashion (Apparel, Footwear, Accessories)",Handloom Export Council,Handloom Exports,Tamil Nadu,Chennai,National,Registered Society,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""HEPC is a government-backed body for the promotion of exports of handloom products. It assists handloom manufacturers and exporters of India to explore and develop overseas markets for handloom fabrics and made-ups."", ""mission"": """", ""vision"": """", ""sector"": ""Handloom Exports"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": """", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""Chennai, Tamil Nadu"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""3000+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Chennai, Tamil Nadu, India"", ""phone_number"": """", ""email"": ""hepc@hepc.org"", ""website"": ""https://www.hepc.org""}}"
119,iSPIRT (Indian Software Product Industry Round Table),Think tank and volunteer organisation for software product companies.,"ISPIRT is a think tank and volunteer organisation for software product companies in India. Founded by software industry veterans, it focuses on policy advocacy, market development, and playbooks for product entrepreneurs, and also drives initiatives like India Stack.",2012,Indian Software Product Industry Round Table,Think Tank / Non-profit,Sharad Sharma,Co-founder,info@ispirt.in,association,5000,0,100000,https://ispirt.in,"Technology / IT (IT Support, Cybersecurity, Digital Marketing)",Software Product Industry Think Tank,Software Products,Karnataka,Bengaluru,National,Section 8 Company,"{""association_type"": ""National"", ""legal_status"": ""Section 8 Company"", ""overview"": {""about"": ""iSPIRT is a think tank and volunteer organisation for software product companies in India. Founded by software industry veterans, it focuses on policy advocacy, market development, and playbooks for product entrepreneurs, and also drives initiatives like India Stack."", ""mission"": """", ""vision"": """", ""sector"": ""Software Products"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": """", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""Bengaluru, Karnataka"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""5000+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Bengaluru, Karnataka, India"", ""phone_number"": """", ""email"": ""info@ispirt.in"", ""website"": ""https://ispirt.in""}}"
120,India Electronics & Semiconductor Association (IESA),Apex body of electronics and semiconductor industry in India.,"IESA is the apex body of the electronics and semiconductor ecosystem in India. It promotes design, innovation, and manufacturing in electronics and works closely with the Ministry of Electronics and IT on industry development initiatives.",2004,India Electronics and Semiconductor Association,Non-profit Industry Body,Sandeep Aurora,President,contact@iesaonline.org,association,400,25000,500000,https://www.iesaonline.org,"Technology / IT (IT Support, Cybersecurity, Digital Marketing)",Electronics & Semiconductor Association,Electronics & Semiconductor,Karnataka,Bengaluru,National,Section 8 Company,"{""association_type"": ""National"", ""legal_status"": ""Section 8 Company"", ""overview"": {""about"": ""IESA is the apex body of the electronics and semiconductor ecosystem in India. It promotes design, innovation, and manufacturing in electronics and works closely with the Ministry of Electronics and IT on industry development initiatives."", ""mission"": """", ""vision"": """", ""sector"": ""Electronics & Semiconductor"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": ""Sandeep Aurora"", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""Bengaluru, Karnataka"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""400+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Bengaluru, Karnataka, India"", ""phone_number"": """", ""email"": ""contact@iesaonline.org"", ""website"": ""https://www.iesaonline.org""}}"
121,Indian Sugar Mills Association (ISMA),Apex body of sugar industry in India.,"ISMA is the apex body of the Indian sugar industry, established in 1932. It represents large sugar mills across the country and works with the government on sugar pricing, export subsidies, ethanol policy, and sugarcane-related matters.",1932,Indian Sugar Mills Association,Non-profit Trade Body,Aditya Jhunjhunwala,President,isma@indiansugar.com,association,350,50000,1000000,https://www.indiansugar.com,"Food & Beverage (QSR, Cafe, Cloud Kitchens)",Sugar Mills Association,Sugar Manufacturing,Delhi,New Delhi,National,Registered Society,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""ISMA is the apex body of the Indian sugar industry, established in 1932. It represents large sugar mills across the country and works with the government on sugar pricing, export subsidies, ethanol policy, and sugarcane-related matters."", ""mission"": """", ""vision"": """", ""sector"": ""Sugar Manufacturing"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": ""Aditya Jhunjhunwala"", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""New Delhi, Delhi"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""350+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""New Delhi, Delhi, India"", ""phone_number"": """", ""email"": ""isma@indiansugar.com"", ""website"": ""https://www.indiansugar.com""}}"
122,Logistics Sector Skill Council (LSSC),Sector skill council for skill development in logistics.,"LSSC is the sector skill council for logistics in India, set up under the National Skill Development Corporation. It develops occupational standards and qualification packs for logistics jobs and promotes skilling of the logistics workforce.",2013,Logistics Sector Skill Council,Sector Skill Council,Subhas Barman,Chief Executive Officer,ceo@lssc.org.in,association,500,10000,200000,https://www.lssc.org.in,"Logistics / Manufacturing (Couriers, Warehousing, Light Manufacturing)",Logistics Sector Skill Council,Logistics Skill Development,Delhi,New Delhi,National,Section 8 Company,"{""association_type"": ""National"", ""legal_status"": ""Section 8 Company"", ""overview"": {""about"": ""LSSC is the sector skill council for logistics in India, set up under the National Skill Development Corporation. It develops occupational standards and qualification packs for logistics jobs and promotes skilling of the logistics workforce."", ""mission"": """", ""vision"": """", ""sector"": ""Logistics Skill Development"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": """", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": ""Subhas Barman"", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""New Delhi, Delhi"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""500+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""New Delhi, Delhi, India"", ""phone_number"": """", ""email"": ""ceo@lssc.org.in"", ""website"": ""https://www.lssc.org.in""}}"
123,General Insurance Council of India,Body representing non-life insurance companies in India.,"The General Insurance Council represents the non-life or general insurance companies in India. Constituted under the Insurance Act, 1938, it aims at promoting the spread of general insurance and looks after common industry interests.",1938,General Insurance Council of India,Statutory Industry Council,M N Sarma,Secretary General,gic@gicouncil.in,association,26,500000,10000000,https://www.gicouncil.in,"Finance / Banking (Loans, Insurance, Banking Correspondents)",General Insurance Industry Council,General Insurance,Maharashtra,Mumbai,National,Statutory Body,"{""association_type"": ""National"", ""legal_status"": ""Statutory Body"", ""overview"": {""about"": ""The General Insurance Council represents the non-life or general insurance companies in India. Constituted under the Insurance Act, 1938, it aims at promoting the spread of general insurance and looks after common industry interests."", ""mission"": """", ""vision"": """", ""sector"": ""General Insurance"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": """", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": ""M N Sarma"", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""Mumbai, Maharashtra"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""26+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Mumbai, Maharashtra, India"", ""phone_number"": """", ""email"": ""gic@gicouncil.in"", ""website"": ""https://www.gicouncil.in""}}"
124,Indian Public Health Association (IPHA),National body of public health professionals in India.,"IPHA, established in 1956, is the national body of public health professionals in India. It promotes the science and practice of public health through conferences, publications, and training programmes, and advises on public health policy.",1956,Indian Public Health Association,Professional Scientific Society,B. Sesikeran,President,iphadelhi@gmail.com,association,5000,1000,10000,https://www.iphaonline.org,"Health (Medical, Diagnostic & Wellness)",Public Health Professionals Body,Public Health,Delhi,New Delhi,National,Registered Society,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""IPHA, established in 1956, is the national body of public health professionals in India. It promotes the science and practice of public health through conferences, publications, and training programmes, and advises on public health policy."", ""mission"": """", ""vision"": """", ""sector"": ""Public Health"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": ""B. Sesikeran"", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""New Delhi, Delhi"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""5000+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""New Delhi, Delhi, India"", ""phone_number"": """", ""email"": ""iphadelhi@gmail.com"", ""website"": ""https://www.iphaonline.org""}}"
125,Information Sharing and Analysis Center (ISAC) India,Cybersecurity threat intelligence sharing body for critical sectors.,ISAC India facilitates sharing of cybersecurity threat intelligence among financial and other critical sector organisations in India. It works closely with CERT-In and the National Critical Information Infrastructure Protection Centre.,2014,Information Sharing and Analysis Center India,Non-profit Industry Body,Anand Naik,Chairman,info@isac.io,association,150,50000,500000,https://www.isac.io,"Technology / IT (IT Support, Cybersecurity, Digital Marketing)",Cybersecurity Threat Intelligence Body,Cybersecurity Intelligence,Maharashtra,Mumbai,National,Section 8 Company,"{""association_type"": ""National"", ""legal_status"": ""Section 8 Company"", ""overview"": {""about"": ""ISAC India facilitates sharing of cybersecurity threat intelligence among financial and other critical sector organisations in India. It works closely with CERT-In and the National Critical Information Infrastructure Protection Centre."", ""mission"": """", ""vision"": """", ""sector"": ""Cybersecurity Intelligence"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": """", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""Mumbai, Maharashtra"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""150+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Mumbai, Maharashtra, India"", ""phone_number"": """", ""email"": ""info@isac.io"", ""website"": ""https://www.isac.io""}}"
126,Association of Biotechnology Led Enterprises (ABLE),Industry body for biotechnology companies in India.,"ABLE is the industry body for companies in the biotechnology sector in India. It represents biotech startups, mid-sized companies, and large enterprises working in health biotech, agri-biotech, and industrial biotech.",2003,Association of Biotechnology Led Enterprises,Non-profit Industry Body,K. Anand Kumar,President,able@ableindia.org,association,400,25000,500000,https://www.ableindia.org,"Logistics / Manufacturing (Couriers, Warehousing, Light Manufacturing)",Biotechnology Industry Body,Life Sciences / Biotech,Karnataka,Bengaluru,National,Section 8 Company,"{""association_type"": ""National"", ""legal_status"": ""Section 8 Company"", ""overview"": {""about"": ""ABLE is the industry body for companies in the biotechnology sector in India. It represents biotech startups, mid-sized companies, and large enterprises working in health biotech, agri-biotech, and industrial biotech."", ""mission"": """", ""vision"": """", ""sector"": ""Life Sciences / Biotech"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": ""K. Anand Kumar"", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""Bengaluru, Karnataka"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""400+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Bengaluru, Karnataka, India"", ""phone_number"": """", ""email"": ""able@ableindia.org"", ""website"": ""https://www.ableindia.org""}}"
